PC:    0 |  SUB R0, R15, R15                |   REGISTER FILE: R0 =   0, R1 =   0, R2 =   0, R3 =   0, R4 =   0, R5 =   0, R6 =   0
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   3, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   3, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   3, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   2, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   2, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   2, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   2, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   2, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   1, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   1, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   1, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   1, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   1, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   0, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   0, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   0, R3 =   3, R4 =   6, R5 =  80, R6 =  80
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   0, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   0, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   0, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   4, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   4, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   4, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   4, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   3, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   3, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   3, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   3, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   3, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   2, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   2, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   2, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   2, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   2, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   1, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   1, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   1, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   1, R3 =   4, R4 =   6, R5 =  80, R6 =  82
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   1, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   0, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   0, R3 =   3, R4 =   6, R5 =  80, R6 =  82
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   0, R3 =   3, R4 =   6, R5 =  82, R6 =  82
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  10, R2 =   0, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   0, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   0, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   4, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   4, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   4, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   4, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   3, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   3, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   3, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   3, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   3, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   2, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   2, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   2, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   2, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   2, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   1, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   1, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   1, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   1, R3 =   4, R4 =   6, R5 =  82, R6 =  84
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   1, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   0, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   0, R3 =   3, R4 =   6, R5 =  82, R6 =  84
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   0, R3 =   3, R4 =   6, R5 =  84, R6 =  84
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   9, R2 =   0, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   0, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   0, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   4, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   4, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   4, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   4, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   3, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   3, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   3, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   3, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   3, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   2, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   2, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   2, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   2, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   2, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   1, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   1, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   1, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   1, R3 =   4, R4 =   6, R5 =  84, R6 =  86
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   1, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   0, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   0, R3 =   3, R4 =   6, R5 =  84, R6 =  86
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   0, R3 =   3, R4 =   6, R5 =  86, R6 =  86
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   8, R2 =   0, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   0, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   0, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   4, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   4, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   4, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   4, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   3, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   3, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   3, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   3, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   3, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   2, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   2, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   2, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   2, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   2, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   1, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   1, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   1, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   1, R3 =   4, R4 =   6, R5 =  86, R6 =  88
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   1, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   0, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   0, R3 =   3, R4 =   6, R5 =  86, R6 =  88
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   0, R3 =   3, R4 =   6, R5 =  88, R6 =  88
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   7, R2 =   0, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   0, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   0, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   4, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   4, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   4, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   4, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   3, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   3, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   3, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   3, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   3, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   2, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   2, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   2, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   2, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   2, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   1, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   1, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   1, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   1, R3 =   4, R4 =   6, R5 =  88, R6 =  90
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   1, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   0, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   0, R3 =   3, R4 =   6, R5 =  88, R6 =  90
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   0, R3 =   3, R4 =   6, R5 =  90, R6 =  90
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   6, R2 =   0, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   0, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   0, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   4, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   4, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   4, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   4, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   3, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   3, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   3, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   3, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   3, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   2, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   2, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   2, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   2, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   2, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   1, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   1, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   1, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   1, R3 =   4, R4 =   6, R5 =  90, R6 =  92
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   1, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   0, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   0, R3 =   3, R4 =   6, R5 =  90, R6 =  92
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   0, R3 =   3, R4 =   6, R5 =  92, R6 =  92
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =   5, R2 =   0, R3 =   3, R4 =   6, R5 =  92, R6 =  94
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =   4, R2 =   0, R3 =   3, R4 =   6, R5 =  92, R6 =  94
